D1	D2	26.89586762433238
D1	D2A	127.03192561711529
D1	D3	186.2548058385264
D1	D4	185.35932879413716
D1	D5	188.50707741269878
D1	D6	237.26406538869884
D1	D7	253.93293995907055
D1	D8	272.29901004061486
D1	D9	274.17092532481144
D1	D10	282.02228041311236
D1	D11	302.91300935245425
D1	D12	303.8142060348024
D1	D13	333.0596262505221
D1	D14	372.07313870758776
D1	D15	382.4960056502862
D1	D15A	402.1011631050387
D1	D16	437.0699119523739
D1	D17	479.5902831886634
D1	D18	482.6627044524243
D1	D18A	539.9354069867858
D1	D19	531.882620887369
D1	D20	613.2326141357736
D1	D21	568.7256615670407
D1	D22	558.110380309128
D1	D23	585.2559268099385
D1	D24/D25	609.1900359994685
D1	D25A	644.5527073460306
D1	D26	692.8710288299364
D1	D27	708.0760674734843
D1	D28	720.9550180538347
D1	D29	789.671220007878
D1	D30	857.7443488389155
D1	D31	980.3049499397542
D1	D32	1121.047017159663
D1	D33	1120.2532466976727
D1	D33A	1133.593665146361
D1	D34	1123.7186467138806
D1	D34A	1118.3298850027868
D1	D34B	1117.5282160722186
D1	D35	1128.0440202542147
D1	D36	1126.761636974268
D1	D37	1106.8665785897124
D1	D38	1066.1354397923837
D1	D38A	1072.1435552240312
D1	D39	1007.1864552474069
D1	D39A	946.6544712755801
D1	D39B	966.6081366682386
D1	D39C	918.4639994553108
D1	D40	1049.778878006916
D1	D41	1070.4622378631516
D1	D43	1136.1769485987725
D1	D44	1172.1498236018303
D1	D45	1207.246460275213
D1	D46	1227.8467012549347
D1	D47	1284.5049877136105
D1	D48	1474.6185915732297
D1	D49	1441.9796144446266
D1	D50	1459.6840475018284
D1	D51	1427.6602920141106
D1	D52	1451.7257513282952
D1	D52A	1353.9315394840555
D1	D53	1436.9173731356682
D1	D54	1386.1520781126524
D1	D55	1359.6751482836864
D1	D56	1303.5278023193841
D1	D57	1398.1416995318525
D1	D58	1285.2600111841869
D1	D59	1235.0889871027152
D1	D60	1194.6564934902885
D1	D61	1152.779793546134
D1	D62	1130.3346686409889
D1	D62A	1067.51788806592
D1	D63	1033.9372212828112
D1	D65	974.9094962247992
D1	D66	957.2896524486375
D1	D67	958.9953052050605
D1	D68	900.4379515621903
D1	D68A	898.7819450602175
D1	D68B	885.4001348511165
D1	D69	871.4686726762259
D1	D70	828.5294377943095
D1	D71	791.2598844142715
D1	D72	776.5860349808751
D1	D73	568.0997043838648
D1	D73A	600.7827920071015
D1	D74	565.7584694042495
D1	D78	503.30871422771395
D1	D79	511.0509121659334
D1	D80	631.5488808072616
D1	D81	753.4561680803776
D1	D82	760.9844695480145
D1	D82A	763.150087633395
D1	D83	745.6569540037151
D1	D84	632.5553194885555
D1	D84A	647.0478600621775
D1	D85	580.4039312957849
D1	D86	544.2224906074297
D1	D87	553.8676376273418
D1	D87A	558.4749679099286
D1	D88	554.3825656484481
D1	D89	625.8762960049753
D1	D89A	535.2897762234519
D1	D90	533.5472256547719
D1	D91	336.17987843826205
D1	D92	485.0822682292548
D1	D93	518.9135610123604
D1	D94	387.91150711089045
D1	D95	413.4963797569256
D1	D96	397.07376660250577
D1	D97	385.1231759391232
D1	D98	406.6678217716326
D1	D99	402.20803334263854
D1	D100	420.46167819093995
D1	D100A	411.70134107108925
D1	D101	404.7520947534605
D1	D102	453.2779419646941
D1	D103	444.47481944074076
D1	D104	480.8826693076035
D1	D105	473.288794887907
D1	D106	465.1636645422642
D1	D107	491.11530602868453
D1	D108	479.26648426553584
D1	D109	446.0475532748196
D1	D109A	450.5369445414621
D1	D110	413.85043293719195
D1	D110A	409.13556762164757
D1	D111	383.1227158039868
D1	D112	383.1631909892021
D1	D113	324.5050407679494
D1	D114	318.38039590215107
D1	D115	341.2957089969045
D1	D116	357.92452557805217
D1	D117	299.9583960467425
D1	D118	294.60106354660655
D1	D119	345.9377005868698
D1	D120	335.7575593148777
D1	D121	286.4717837805725
D1	D122	268.43584219899327
D1	D124	257.85613248933305
D1	D126	248.2741780171175
D1	D127	233.2780870825784
D1	D128	220.7221659221695
D1	D129	250.51139848471448
D1	D131	183.42060150330354
D1	D131A	168.30400800708674
D1	D132	178.5170511833187
D1	D133	175.5271536736659
D1	D134	187.69662888561925
D1	D135	147.1954135434253
D1	D136	148.54112984376837
D1	D137	147.24072057501382
D1	D139	124.02460088453745
D1	D140	86.36244055325025
D1	D140A	30.23491505949532
D1	D140B	43.25934781737714
D1	D141	75.22542370831394
D1	D141A	62.16287525914285
D2	D1	26.89586762433238
D2	D2A	113.92289628597126
D2	D3	166.8194538920462
D2	D4	165.39130036685194
D2	D5	173.51161489695525
D2	D6	224.48207265632638
D2	D7	237.61728728970104
D2	D8	258.5381244394132
D2	D9	261.30962824822154
D2	D10	272.11407666152246
