D-1	D-10	81.25971135517614
D-1	D-100	2407.765132071111
D-1	D-101	2455.8065951495378
D-1	D-102	2548.0082330517043
D-1	D-103	2561.0143590482257
D-1	D-104	2584.9468108054425
D-1	D-105	2507.7448806645616
D-1	D-106	2478.1860970869516
D-1	D-107	2481.6057706598303
D-1	D-108	2450.7559236245284
D-1	D-109	2470.0799144207117
D-1	D-11	108.25509113726396
D-1	D-110	2491.2801949344444
D-1	D-111	2489.497010960565
D-1	D-112	2559.217966153848
D-1	D-113	2479.802109148741
D-1	D-114-115	2466.16888309504
D-1	D-116	2361.90886707623
D-1	D-117	1992.530941193942
D-1	D-118	1437.0162033323068
D-1	D-119	1444.4342943119539
D-1	D-12	121.81199449630921
D-1	D-120	1417.8600731855238
D-1	D-121	1415.6289235823624
D-1	D-122	1402.9917257232532
D-1	D-123	1275.6977738582634
D-1	D-124	1250.2103617579594
D-1	D-125	1279.602152458829
D-1	D-126	1399.1705353659033
D-1	D-127	1366.868455816278
D-1	D-128	1356.501121912815
D-1	D-129	1336.5012254323747
D-1	D-13	130.58752101329617
D-1	D-130	1318.625797112792
D-1	D-131	1320.4582630751963
D-1	D-132	1301.3341633681691
D-1	D-133	1289.583637038592
D-1	D-134	1284.9413432987112
D-1	D-135	1157.0011351486585
D-1	D-136	1123.1840901758517
D-1	D-136A	1166.53593590979
D-1	D-137	1085.691429642803
D-1	D-138	1057.693799865171
D-1	D-139	1066.5581339264725
D-1	D-14	138.78840568069788
D-1	D-140	1013.7828368946638
D-1	D-141	1011.5302027004068
D-1	D-142	1003.8149109709317
D-1	D-143	1001.6733212305854
D-1	D-144	1031.7843624461423
D-1	D-145	1011.0897324764298
D-1	D-145A	1004.1495002232816
D-1	D-146	984.2439971976453
D-1	D-147	985.154865573347
D-1	D-148	983.5784797741723
D-1	D-149	960.2953252415818
D-1	D-15	149.50426376666917
D-1	D-150	952.9138809395583
D-1	D-151	946.7411055400338
D-1	D-152	942.9502311893215
D-1	D-153	931.1606134263238
D-1	D-154	925.639101230625
D-1	D-155	946.4504645464959
D-1	D-156	960.818966104149
D-1	D-157	951.414216645557
D-1	D-158	930.2325801911259
D-1	D-159	913.6667905298023
D-1	D-16	154.30356409004634
